entry_ts,exit_ts,side,entry,exit,lots,pnl,R,reason,atr,spread_cost_px,commission,equity_after
2020-10-15 07:15:00,2020-10-15 07:31:00,1,11892.1651953125,11921.116089668274,3.45,97.81058552742006,1.9562117105484012,tp,9.650298118591309,0.665,2.07,10097.81058552742
2020-10-15 07:30:00,2020-10-15 09:00:00,1,11911.1651953125,11894.719275512696,3.12,-53.183269775388354,-1.053362396232956,sl,10.763946533203125,0.665,1.8719999999999999,10044.627315752032
2020-10-16 14:20:00,2020-10-16 15:33:00,1,11923.6651953125,11967.059586372376,2.31,98.85504334831238,1.9683167974442901,tp,14.464797019958496,0.665,1.386,10143.482359100344
2020-10-19 10:05:00,2020-10-19 10:33:00,1,11946.365390625,11931.036449947358,3.37,-53.680530083653856,-1.058424083233974,sl,10.019293785095215,0.665,2.022,10089.801829016691
2020-10-19 16:15:00,2020-10-19 16:30:00,1,11927.965,11914.557138957978,3.84,-53.790186401364394,-1.0662287984026055,sl,8.738574028015137,0.665,2.304,10036.011642615325
2020-10-19 16:30:00,2020-10-19 16:45:00,1,11930.249609375,11960.406991386413,3.3200000000000003,98.13050827789307,1.955567844525155,tp,10.052460670471191,0.35000000000000003,1.992,10134.142150893218
2020-10-19 16:40:00,2020-10-19 16:49:00,1,11954.4498046875,11936.867962932587,2.93,-53.27279634189393,-1.0513528535259096,sl,11.521227836608887,0.35000000000000003,1.758,10080.869354551325
2020-10-20 08:50:00,2020-10-20 09:07:00,1,11728.7648046875,11711.359884300233,2.94,-52.93446593856598,-1.0501964478820878,sl,11.403280258178711,0.665,1.764,10027.93488861276
2020-10-20 09:30:00,2020-10-20 09:47:00,1,11730.2648046875,11712.574422874452,2.88,-52.676299621579936,-1.0505911776789978,sl,11.593587875366211,0.665,1.728,9975.258588991179
2020-10-20 09:55:00,2020-10-20 13:28:00,1,11728.7648046875,11762.032685127258,2.99,97.67696251487733,1.9583845700536497,tp,11.089293479919434,0.665,1.794,10072.935551506056
2020-10-22 17:30:00,2020-10-22 18:14:00,-1,11569.4001953125,11605.133014678955,1.42,-51.59260350036517,-1.024380692928216,sl,23.62187957763672,0.35000000000000003,0.852,10021.342948005691
2020-10-26 18:15:00,2020-10-26 20:06:00,-1,11497.7,11417.732079696656,1.25,99.20990037918091,1.979972163290236,tp,26.655973434448242,0.35000000000000003,0.75,10120.552848384872
2020-10-28 14:55:00,2020-10-28 15:44:00,-1,11452.2,11416.822939109803,2.86,99.46239414596558,1.9655525866225514,tp,11.792353630065918,0.665,1.716,10220.015242530837
2020-10-28 16:30:00,2020-10-28 16:50:00,-1,11374.100390625,11325.486037445069,2.1,100.83014167785645,1.9731896535388598,tp,16.204784393310547,0.35000000000000003,1.26,10320.845384208695
2020-10-28 16:45:00,2020-10-28 16:54:00,-1,11346.4998046875,11286.875296783448,1.73,102.11239867401123,1.9787603606628446,tp,19.874835968017578,0.35000000000000003,1.038,10422.957782882706
2020-10-28 16:50:00,2020-10-28 16:59:00,-1,11284.7,11320.161356925964,1.48,-53.370808250426165,-1.02410101551165,sl,23.44090461730957,0.35000000000000003,0.888,10369.586974632279
2020-10-28 17:00:00,2020-10-28 19:51:00,-1,11287.4001953125,11210.796157073975,1.35,102.60545162200928,1.978968918878234,tp,25.534679412841797,0.35000000000000003,0.81,10472.192426254289
2020-10-30 20:05:00,2020-10-30 22:59:00,-1,11028.9998046875,11069.467519760132,1.3,-53.388029594420445,-1.0196151373340714,sl,26.77847671508789,0.35000000000000003,0.78,10418.804396659869
2020-11-03 20:50:00,2020-11-03 21:20:00,-1,11247.100390625,11278.481694221497,1.67,-53.40877700614808,-1.0252381170198421,sl,20.720869064331055,0.35000000000000003,1.002,10365.39561965372
2020-11-04 07:40:00,2020-11-04 09:38:00,-1,11544.2,11415.08751602173,0.8,102.80998718261719,1.9837156429935048,tp,43.03749465942383,0.665,0.48,10468.205606836336
2020-11-04 09:35:00,2020-11-04 10:17:00,-1,11400.9001953125,11460.454103469849,0.88,-52.935439178466154,-1.011356504956232,sl,39.50260543823242,0.665,0.528,10415.27016765787
2020-11-04 12:25:00,2020-11-04 12:55:00,-1,11508.4998046875,11562.034074783325,0.97,-52.51024199294973,-1.0083318271667634,sl,35.4895133972168,0.665,0.582,10362.759925664921
2020-11-04 14:00:00,2020-11-04 14:11:00,-1,11517.2,11566.245943069458,1.06,-52.624699653624724,-1.0156502713778361,sl,32.49729537963867,0.665,0.636,10310.135226011296
2020-11-04 16:05:00,2020-11-04 17:04:00,-1,11652.2,11699.647595405579,1.09,-52.3718789920799,-1.0159300114697158,sl,31.431730270385742,0.665,0.654,10257.763347019216
2020-11-12 10:15:00,2020-11-12 10:26:00,1,11859.465,11839.491697826386,2.6,-53.49058565139582,-1.0429288304246078,sl,13.115534782409668,0.665,1.56,10204.272761367822
2020-11-16 13:55:00,2020-11-16 14:03:00,-1,11934.299609375,11959.28753376007,2.06,-52.71112423324435,-1.0331186840242543,sl,16.458616256713867,0.665,1.236,10151.561637134577
2020-11-16 16:50:00,2020-11-16 17:02:00,-1,11946.600390625,11982.23116016388,1.43,-51.81000044059649,-1.0207296629333298,sl,23.55384635925293,0.35000000000000003,0.858,10099.75163669398
2020-11-16 20:25:00,2020-11-16 20:56:00,-1,11950.799609375,11975.178078651428,2.09,-52.20500078773346,-1.0337878131193743,sl,16.05231285095215,0.35000000000000003,1.2539999999999998,10047.546635906247
2020-11-17 05:20:00,2020-11-17 06:20:00,1,12028.865390625,12016.925900259019,4.3100000000000005,-54.04520347737953,-1.0757890544989719,sl,7.759660243988037,0.665,2.5860000000000003,9993.501432428868
2020-11-17 08:05:00,2020-11-17 09:15:00,1,12011.865390625,12030.545374240875,5.34,96.54711250877381,1.9321979020381959,tp,6.226661205291748,0.665,3.2039999999999997,10090.048544937641
2020-11-17 09:10:00,2020-11-17 09:34:00,1,12028.865390625,12020.499778547288,6.25,-56.03507548570178,-1.1106998194536057,sl,5.377074718475342,0.665,3.75,10034.013469451938
2020-11-17 09:50:00,2020-11-17 10:20:00,1,12028.6651953125,12045.249741401673,6.05,96.7065038394928,1.927573729772458,tp,5.528182029724121,0.665,3.63,10130.719973291432
2020-11-17 10:15:00,2020-11-17 12:02:00,1,12043.865390625,12033.601979055406,5.08,-55.18613077354062,-1.0894809237454592,sl,6.642274379730225,0.665,3.048,10075.53384251789
2020-11-17 13:40:00,2020-11-17 15:32:00,1,12033.465,12019.744364776612,3.75,-53.70238208770479,-1.0659957661217974,sl,8.947090148925781,0.665,2.25,10021.831460430187
2020-11-18 16:50:00,2020-11-18 17:20:00,-1,11933.799609375,11956.004240512848,2.2800000000000002,-51.99455899429156,-1.0376258910277,sl,14.603087425231934,0.35000000000000003,1.368,9969.836901435894
2020-11-18 20:25:00,2020-11-18 21:16:00,-1,11986.799609375,11948.971899223328,2.63,97.90887769889831,1.9641018938794688,tp,12.609236717224121,0.35000000000000003,1.5779999999999998,10067.745779134793
2020-11-23 17:20:00,2020-11-23 18:10:00,-1,11897.299609375,11845.836936187745,1.95,99.18221271514892,1.9702963283141715,tp,17.154224395751953,0.35000000000000003,1.17,10166.927991849941
2020-11-30 16:35:00,2020-11-30 16:48:00,-1,12268.2,12230.586709213258,2.7,99.93588512420655,1.9659013067529854,tp,12.537763595581055,0.35000000000000003,1.62,10266.863876974148
