logged,server_time,equity,balance
2026-07-03 14:44:46.163491,2026-07-03 16:44:44,50000.0,50000.0
2026-07-03 14:51:08.558972,2026-07-03 16:51:07,50000.0,50000.0
2026-07-03 16:21:01.583148,2026-07-03 18:21:01,50000.0,50000.0
2026-07-03 16:29:36.571808,2026-07-03 18:29:35,50000.0,50000.0
